90,0.234634,2.582863,0.649208
30,3.533570,35.192470,132.202453
0,4.301866,42.896041,192.919464
65,1.216884,12.309599,15.999074
60,1.536131,15.493537,25.431776
50,2.286588,22.866044,55.796939
35,3.254257,32.454429,112.536590
15,4.011407,39.978096,169.101806
5,4.194470,41.795356,183.721603
10,4.107415,41.016746,177.051315
55,1.904276,19.130067,38.923046
85,0.256032,2.803136,0.770592
45,2.593197,25.918861,71.753601
70,0.840717,8.568498,7.705080
25,3.652109,36.438915,141.359664
40,2.922535,29.184568,91.093444
75,0.577433,5.972289,3.692663
80,0.363313,3.862023,1.504258
20,3.815416,38.015987,153.550567
DONE
