90,0.097885,9.044219,0.957451
40,0.813631,63.345481,55.154281
45,0.712530,55.737297,42.498718
25,1.073474,83.355117,95.712318
20,1.151810,89.058105,109.409774
70,0.299181,24.366184,7.815679
55,0.531366,41.941379,23.867710
10,1.282386,98.969947,134.512664
50,0.620740,48.775276,32.419219
35,0.883534,68.527214,64.777023
15,1.207980,93.403701,120.220680
75,0.222321,18.614606,4.441616
85,0.117161,10.602633,1.340392
60,0.451658,35.961013,17.402538
0,1.332861,103.210594,144.116333
65,0.364021,29.380086,11.465027
30,0.957691,74.363449,76.224510
80,0.157812,13.664743,2.319303
5,1.301042,100.450889,137.515655
DONE
