90,0.100368,9.249680,1.004096
30,1.028622,78.517265,86.244491
0,1.463293,111.222015,172.017044
65,0.399792,31.611337,13.523895
60,0.488087,38.235496,19.998083
50,0.658258,50.928604,35.894775
35,0.933236,71.475891,71.402030
15,1.251227,95.640365,126.953857
5,1.358245,103.574028,147.891021
10,1.320604,100.571640,141.025482
55,0.556020,43.414806,25.804828
85,0.159531,13.895397,2.676323
45,0.734365,56.646297,44.485443
70,0.306571,24.678308,8.115915
25,1.084145,82.890403,96.195251
40,0.825750,63.425281,56.005767
75,0.235083,19.318222,4.871195
80,0.171061,14.530270,2.672596
20,1.158834,88.565673,109.614852
DONE
