0,1.412042,107.997673,162.629287
90,0.082786,8.165676,0.737044
70,0.237446,19.787239,5.049955
60,0.385846,30.949119,12.821805
5,1.329265,101.820465,144.922027
45,0.647314,50.574935,35.171409
20,1.079860,83.010665,96.092048
85,0.094574,9.095408,0.936231
80,0.123080,11.205985,1.489622
75,0.167928,14.562163,2.634569
30,0.900609,69.604637,67.080696
65,0.301547,24.631132,7.971747
35,0.813915,63.146541,55.101245
40,0.732680,57.037330,44.758594
55,0.457124,36.391098,17.881002
10,1.230787,94.447547,124.180923
25,0.982659,75.955207,79.935264
15,1.150179,88.461227,109.237693
50,0.539065,42.536003,24.607627
DONE
