50,0.594004,46.766258,29.721031
75,0.200202,17.150161,3.682582
65,0.335333,27.295753,9.795870
60,0.414699,33.314655,14.797946
20,1.105618,85.395774,101.104942
0,1.408995,108.249343,162.723144
80,0.135374,12.304274,1.795959
5,1.329487,102.342201,145.734573
85,0.100487,9.674957,1.056732
45,0.647814,50.894660,35.307666
40,0.740431,57.875942,45.881813
25,0.992564,76.931007,81.574829
35,0.827099,64.454498,57.110202
55,0.470295,37.529716,18.909933
30,0.903841,70.233673,67.875434
15,1.159181,89.658584,110.976951
90,0.085549,8.511960,0.793152
70,0.266671,22.181154,6.349144
10,1.262413,97.415275,131.624481
DONE
