15,4.031061,40.327194,170.885543
35,3.219636,32.335460,110.849235
65,1.112121,11.322578,13.454552
25,3.650778,36.605903,141.743392
70,0.780275,8.022342,6.697665
75,0.534314,5.576965,3.188239
55,1.818622,18.331924,35.605152
80,0.338531,3.627486,1.316531
40,2.885466,28.936147,89.113723
20,3.783641,37.885177,151.665161
85,0.246944,2.729977,0.724353
60,1.433199,14.508713,22.241849
0,4.164429,41.677284,181.531784
45,2.531421,25.439668,68.830619
30,3.374481,33.870525,121.678451
50,2.179328,21.929645,51.123214
90,0.220607,2.462680,0.584049
5,4.077643,40.829524,174.559799
10,3.995912,40.056529,168.190994
DONE
