55,1.690640,17.841651,32.298419
60,1.382623,14.619812,21.630195
50,2.000609,21.032840,45.028759
5,3.628486,37.903945,142.991012
0,3.670381,38.333694,145.949127
25,3.226322,33.749454,114.877334
45,2.311373,24.250450,59.952949
10,3.552206,37.159046,137.562591
15,3.463559,36.214950,131.177398
35,2.848506,29.845966,90.371017
85,0.230867,2.678758,0.665623
65,1.005511,10.693779,11.517992
20,3.332745,34.873477,122.022193
40,2.598062,27.227886,75.457977
80,0.306109,3.454004,1.135877
30,3.020542,31.603881,101.094711
75,0.480195,5.245750,2.703750
70,0.727497,7.825499,6.100734
90,0.202036,2.387917,0.520194
DONE
