20,1.182851,90.800605,114.756278
85,0.126177,11.530228,1.571310
25,1.076100,82.804779,95.252716
40,0.820983,63.705970,55.956272
65,0.380739,30.667581,12.497680
80,0.169042,14.774965,2.696162
90,0.100934,9.636849,1.059106
0,1.442586,110.495811,169.929794
10,1.320534,101.311920,143.223175
75,0.235717,19.757066,5.006687
5,1.380673,105.819869,156.140258
45,0.726245,56.677116,44.105461
50,0.629330,49.404716,33.295223
55,0.543838,42.965385,25.046699
70,0.299064,24.567066,7.890889
60,0.456235,36.342643,17.781671
30,0.974004,75.342422,78.536140
15,1.229964,94.522834,124.310043
35,0.889679,69.004692,65.793235
DONE
