70,0.792843,8.384350,7.117414
45,2.451184,25.402566,66.495185
35,2.979974,30.818712,97.742988
80,0.329513,3.620451,1.280492
90,0.212365,2.431238,0.555557
40,2.723791,28.224081,82.062416
30,3.156847,32.666984,109.419616
10,3.683656,38.102184,146.640792
0,3.773595,39.045654,153.228393
55,1.729679,18.065563,33.440082
65,1.082692,11.380285,13.190864
50,2.085198,21.678369,48.350357
15,3.556312,36.776885,137.055252
5,3.693620,38.245975,147.320877
85,0.230731,2.619700,0.650267
20,3.423346,35.402935,127.529983
60,1.419427,14.790469,22.486595
75,0.511268,5.483042,3.005901
25,3.264436,33.852714,116.794578
DONE
