50,2.159377,22.026353,50.853576
75,0.505487,5.360388,2.897572
65,1.024268,10.578326,11.584840
60,1.392756,14.308362,21.280113
20,3.657724,37.128349,143.413299
0,4.014143,40.826423,171.166687
80,0.315064,3.459072,1.169597
5,3.947739,40.083465,165.650802
85,0.231628,2.615961,0.650691
45,2.426851,24.751304,64.177101
40,2.748875,27.991792,82.185371
25,3.442429,35.043441,128.022079
35,3.030573,30.823663,99.559707
55,1.733969,17.754312,32.888431
30,3.226593,32.902088,112.903175
15,3.728012,37.922584,148.964447
90,0.209986,2.399644,0.543363
70,0.710342,7.435997,5.654708
10,3.819644,38.822834,155.683166
DONE
