40,2.824898,28.729833,86.543548
65,1.065148,11.017724,12.569987
80,0.314577,3.450526,1.162215
5,3.987382,40.474842,168.952636
85,0.231096,2.616408,0.648573
55,1.737035,17.791608,33.005752
0,4.018305,40.842727,171.417495
15,3.772444,38.370162,152.377441
60,1.411806,14.539711,21.966709
50,2.081914,21.306776,47.396923
30,3.255347,33.135505,114.824729
20,3.609611,36.747798,140.245773
35,3.020551,30.811449,99.260307
75,0.471874,5.036123,2.549566
45,2.405382,24.543214,63.061019
25,3.434343,34.951141,127.281349
90,0.210067,2.401664,0.542079
70,0.708136,7.408814,5.612456
10,3.822691,38.848266,156.032318
DONE
